Job Title,Salary Estimate,Job Description,Rating,Company Name,Location
Research Fellow in Statistical Data Science,Employer Provided Salary:$115K - $136K,"Job no: 0049144
Location: Parkville Campus. Melbourne, Australia
Role type: Full-Time; Fixed-Term for 3 years
Faculty: Faculty of Science
Department/School: School of Mathematics and Statistics
Salary: Level A: AUD $80,258 - $108,906 p.a. (PhD entry level $101,460 p.a.) OR Level B: AUD $114,645 - $136,136 p.a. (pro-rata for part-time) + 17% Superannuation
Level of appointment is subject to qualification and experience
Exciting opportunity to collaborate with leading experts from diverse disciplines such as data science, machine learning, bioinformatics, genomics, and other areas of mathematics and statistics",4.2,"University of Melbourne
4.2",Melbourne
Data Engineer (Machine Learning),Employer Provided Salary:$180K,"Data Engineer (Machine Learning)
Salary: $180k Package
Location: Sydney, CBD (Hybrid)

About The Company
Global leader in ecommerce technology, helping companies seize the full potential of every transaction moment to grow revenue and acquire new customers at scale. Live Nation, Groupon, Staples, Lands' End, Fanatics, UrbanStems, GoDaddy, Vistaprint and HelloFresh are among the more than 2,500 leading global businesses and advertisers that are using their solutions to drive more value through every transaction by offering highly relevant messages to their customers at the moment they are most likely to convert.

Responsibilities",4.2,"Charterhouse
4.2",Sydney
Senior Machine Learning Engineer,$135K - $139K (Glassdoor Est.),"Senior Machine Learning Engineer

Permanent role
Surry Hills based with WFH flexibility
Work on a wide range of high impact projects
About us

Woolworths Group is an Australian food and everyday needs retailer employing 1900,000 team members across Asia Pacific, serving over 20 million customers across our brands every week. With more than 1,400 stores across Woolworths Supermarkets, Countdown Supermarkets (New Zealand) and BIG W brands, B2B business serving wholesale and export markets, and a range of fast-growing eCommerce businesses, Woolworths Group is Australia and New Zealand’s largest retailer.

We strive to create better experiences together for a better tomorrow for our customers and team, bringing the best of Woolworths Group and Quantium together to make data driven decisions. By partnering with Quantium, a world-class data science and advanced analytics business we’re excited about the future as we unlock the power of data to reimagine retail.

Through this partnership, we’ve created a new business called wiq who will harness the best of Woolworths Group and Quantium to reimagine retail by solving the most complex problems using data and analytics. As a team, we leverage Agile ways of working to help our team develop their skills while also making sure our team is focusing on solving the most complex problems for both our customers and team.",3.7,"WooliesX
3.7",Darlinghurst
AI / Machine Learning Architect,,"Position Description
We are looking for a motivated and experienced AI/Machine Learning Architect to join our team!As an AI/Machine Learning Architect, you will be responsible for building up the infrastructure to support the data collection and analysis process.
Key Responsibilities
Develop and execute machine learning models.
Develop and implement machine learning infrastructure.
Develop automation tools to enable machine learning.
Work in close collaboration with other team members using a wide range of technologies. Run machine learning tests.",,Wilfred Knight,Brighton
Senior Data Analytics Consultant,,"Our client is a leading Australian Tableau partner specialised in helping Australian companies to become more agile, competitive and profitable by unlocking the power of their business data.
Growing rapidly, they are looking for an experienced Tableau Analytics Consultant to join the team on a full-time, permanent basis.
The role:
As Senior Tableau Analytics Consultant, you will join a professional, friendly team of data specialists and be responsible for the delivery of a variety of Tableau Projects including reporting & dashboards, integration, data architecture and data science.
To be considered, you will ideally bring:",3.6,"Experis
3.6",Adelaide
Senior Machine Learning Engineer,,"Senior Machine Learning Engineer

Sydney office locations with WFH flexibility
Work on a range of high impact data projects
Design, develop, implement, scale and maintain Advanced Analytics Solutions
About us

Woolworths Group is an Australian food and everyday needs retailer employing 1900,000 team members across Asia Pacific, serving over 20 million customers across our brands every week. With more than 1,400 stores across Woolworths Supermarkets, Countdown Supermarkets (New Zealand) and BIG W brands, B2B business serving wholesale and export markets, and a range of fast-growing eCommerce businesses, Woolworths Group is Australia and New Zealand’s largest retailer.

We strive to create better experiences together for a better tomorrow for our customers and team, bringing the best of Woolworths Group and Quantium together to make data driven decisions. By partnering with Quantium, a world-class data science and advanced analytics business we’re excited about the future as we unlock the power of data to reimagine retail.

Through this partnership, we’ve created a new business called wiq who will harness the best of Woolworths Group and Quantium to reimagine retail by solving the most complex problems using data and analytics. As a team, we leverage Agile ways of working to help our team develop their skills while also making sure our team is focusing on solving the most complex problems for both our customers and team.",,wiq,Bella Vista
Lead Machine Learning Engineer,$120K - $165K (Glassdoor Est.),"Job details
Posted
11 May 2023
Salary
Negotiable
Location
Sydney CBD
Job type
Permanent
Discipline
Software Development
Reference
2168",,Spark Recruitment,Sydney
Senior Machine Learning Researcher,$120K - $160K (Glassdoor Est.),"Esatblish and development Foundational models
High growth start-up
Excellent Salary package

Our client, an exciting AI startup, is looking to continue to scale their ML Research team as they enter the next phase of growth.

Our client is a cutting-edge company at the forefront of Generative AI, and they are searching for Senior Machine Learning Researchers to drive the R&D of advanced AI models. This is an exciting opportunity to join them during a period of significant growth.

As a Senior ML Researcher, your typical day will involve researching and Developing AI models. Your background in Academics and your PhD in AI or ML will be invaluable in this role.

Responsibilities:

Skills and Qualifications:

While these roles are challenging, they offer an opportunity to join an early-stage business that operates in the main growth area of AI for the next five years. You will receive an attractive package and the chance to upskill in Generative AI, positioning yourself ahead of the curve.

Please note: This role is based in Sydney and will be Hyrbid. Full and unrestricted Working rights are required

If you are passionate about pushing the boundaries of AI and want to be part of a groundbreaking team, apply now!

If you have any questions about this role or others we have available you can email Andrew directly via andrew@thedrivegroup.com.au

For The Latest Jobs, Tech News or to 'Introduce A Friend' for a $1000 Referral Fee - Follow Us On Linkedin:

https://www.linkedin.com/company/thedrivegroup",5.0,"TheDriveGroup
5.0",Sydney
Azure Platform Engineer/Designer (Data & Analytics),$48K - $127K (Glassdoor Est.),"Open To: Australian Citizens Only
Location: Hybrid or remote
The roles will be responsible for the detailed solution design, development, and implementation of infrastructure in Azure in support of data and analytics workloads. These outcomes are delivered using an infrastructure as code deployment model using Terraform and the successful candidate with require experience with the following platforms and technology:
Azure Cloud : Azure hosted Data and Analytics Platforms such as
Data Lake
SQL Databases
Azure Databricks
Azure security features such as",,Etainsolutions,Canberra
Analytics Chapter Lead,$60K - $155K (Glassdoor Est.),"About us:


Endeavour Group runs Australia’s leading retail drinks and licenced hotel network. We are an ASX50 business with more than 1,600 retail stores and 340 hotels powered by a team of 28,000 people. Our brands include BWS, Dan Murphy’s, Jimmy Brings, Langtons, Shorty’s Liquor, Pinnacle Drinks and ALH hotels

Our purpose is to create a more sociable future, together. We’re all about bringing people together to create great experiences and memorable moments. We do the right thing - build our business sustainably, act responsibly and embrace technology. We work as one team to contribute to the communities we serve and collaborate with our partners to help build a better industry. We recognise how important our people are in helping us to achieve our ambition and we champion individuality and value fairness, inclusion and diversity.",3.6,"ED - Group Support Functions
3.6",Darlinghurst
Azure Platform Engineer (Data & Analytics),$48K - $127K (Glassdoor Est.),"Canberra Or Offsite
Australian Citizens only with NV1 preferred
12 months + 2 x 12 months extension
Azure Platform Engineer (Data& Analytics)
Contract: 12 months with 12 months extension
Eligibility: Australian Citizens only with NV1 clearance (advantage)
Location: Canberra or Offsite
WFH/Onsite

The role:

Our Govt client is seeking an Azure Platform Engineer who excels in managing cloud-hosted infrastructure using infrastructure as code to support data and analytics workloads.

As an Azure Platform Engineer, you will play a crucial role in designing, developing, and implementing infrastructure solutions within Azure to support data and analytics workloads.

You will leverage infrastructure as code deployment models using Terraform, and your expertise will encompass various platforms and technologies, including:

To be considered for this role, you must meet the following essential criteria:
In addition to the essential criteria, the following desirable criteria will be advantageous:
If you want to be part of a supportive environment that values continuous improvement and quality service delivery, Apply now: kevinac@halcyonknights.com.au
Reach out to: Kevina 1300 946 096 or on 03 9997 9408
V-98006",3.6,"Halcyon Knights
3.6",Canberra
"Machine Learning Engineer, MTA",$140K - $155K (Glassdoor Est.),"Machine Learning Engineer, MTA

Date: 15 Jul 2023
Location: Sydney (Macquarie Park HQ), Australia
Company: Singtel Group
About the role
As a key member of the Customer Success Insights team, the Manager, Data Analytics Engineering delivers the build of advanced analytics assets (multi-touch attribution). The purpose of the role is CSI with data and analytics assets for end-to-end insights (across channels, across touchpoints, powering insights and reporting)",3.6,"Optus
3.6",Sydney
Machine Learning Engineer,Employer Provided Salary:$220K - $270K,"Machine Learning Engineer
Salary: $220k - $270k inc. Super (Excluding Equity)
Location: Sydney CBD (Hybrid)
About The Company
Global leader in ecommerce technology, helping companies seize the full potential of every transaction moment to grow revenue and acquire new customers at scale. Live Nation, Groupon, Staples, Lands' End, Fanatics, UrbanStems, GoDaddy, Vistaprint and HelloFresh are among the more than 2,500 leading global businesses and advertisers that are using their solutions to drive more value through every transaction by offering highly relevant messages to their customers at the moment they are most likely to convert.",4.2,"Charterhouse
4.2",Sydney
Planning Analytics Engineer,$53K - $100K (Glassdoor Est.),"About the job Planning Analytics Engineer
Requirements
Should have experience in building and administration of TM1 models
Good knowledge of SQL and Data Warehouse principles
Should have 5+ years of experience in BI, business analytics or data science
Minimum experience required is 5 -10 years
Experience with working with large and complex data sets from diverse sources, structures and formats
Proven experience providing support for existing reporting and analytics products while developing new ones",5.0,"Pyramid Global Technologies
5.0",Sydney
PhD Project – Supervised and knowledge-guided machine learning approaches for quantifying and identifying microorganisms in water and wastewater treatment,Employer Provided Salary:$30K,"PhD Project – Supervised and knowledge-guided machine learning approaches for quantifying and identifying microorganisms in water and wastewater treatment
Job No.: 648559
Location: Clayton campus
Employment Type: Full-time
Duration: 3.5-year fixed-term appointment
Remuneration: $30,000 p.a 3.5 years full-time rate (pro-rata) 2023 rate",4.2,"Monash University
4.2",Clayton North
"EssenceMediacom | Head of Solutions, Analytics (parental leave cover)",,"Hello. We are EssenceMediacom. GroupM’s newest and largest agency, committed to delivering marketing breakthroughs for brands. We have disrupted the old models across media, creative, innovation and analytics to find new opportunities for advertisers and deliver truly integrated media solutions.

Born out of two pioneering agencies, EssenceMediacom fuses Essence’s performance, data, analytics and creative technology DNA with MediaCom’s scaled multichannel audience planning and strategic media expertise. Our ‘breakthrough’ ambition is underpinned by our commitment to ‘continuous learning’. We aim to ensure our people fulfil their potential by investing their whole-person wellbeing, careers and capabilities, which in turn helps grow our clients’ businesses.

About the role

This role sits at a pivotal cross roads of client and product solutions. In your role as National Head of Analytic Solutions you will lead a team of experts in developing award winning business and marketing data solutions. You will oversee all activities and ensuring alignment with the client vision and objectives. This will involve the management of both your team and client relationships to drive maximum value of your clients media mix and new insights developed for smarter planning and business management.

In your role you will play a key role in improving the analytics tools across the business, staying informed and keeping up to date with the latest industry trends and best practices. You will be highly skilled in research and data analytics with the innate ability to tell a story utilising the data to contextualise the information and promote its relevance in the delivery of key business metrics for our clients",3.8,"EssenceMediaCom
3.8",Sydney
Manager Credit Model Analytics,$104K - $126K (Glassdoor Est.),"At CommBank we believe in working somewhere that works for you. We have many flexible working options available so talk to us about which arrangements could work best for you.
You are passionate about all things data related with a positive attitude
We are a values-driven high performing team within the Business Banking Risk Management space
Together we can deliver an exemplary experience for our stakeholders and the Group
Do work that matters:
Risk Management is responsible for developing and deploying the risk frameworks to allow the Group to take conscious exposures to credit, market, operational, compliance and insurance risks within a Board-approved appetite.




Advertising End Date: 04/08/2023",3.9,"Commonwealth Bank
3.9",Sydney
Senior Machine Learning Engineer,$120K - $160K (Glassdoor Est.),"Join a leading Australian business
Collaborative team culture pushing tech boundaries
WFH flexibility with Sydney based office

We are proud to be representing a super power within the space. The team is looking to grow by adding a Senior Machine Learning Engineer who will bring their expertise over in a Permanent role based in Sydney.

About the company:

The team is a prominent Australian retailer shaping the future of retail through data-driven solutions. As a company they serve millions of customers across the Asia Pacific region, operating a diverse portfolio of brands.



As part of our team, you will collaborate with passionate machine learning engineers, skilled data scientists, and gun developers. The company loves to exceed technological boundaries, pioneering innovative solutions that address crucial business needs.










If this sounds like the right role for you,

Please don't forget our one time, $750 referral fee for a successfully placed candidate !!!",4.9,"Co Talent IT Recruitment Pty Ltd
4.9",Sydney
Instrumentation and Data Analytics Engineer - Hydrogen Gas,$100K - $163K (Glassdoor Est.),"Develop data analytics methodologies to improve process performance.
Drive innovation in hydrogen production technologies.
Enjoy great career support and benefits

Our client is a pioneering company at the forefront of hydrogen gas production, dedicated to revolutionizing the clean energy industry. Their innovative technologies and solutions enable the efficient and sustainable production of hydrogen gas. As they expand their operations, they are seeking a talented and motivated Instrumentation and Data Analytics Engineer to join their dynamic team.

The Instrumentation and Data Analytics Engineer will play a vital role in optimizing our client's hydrogen gas production processes through advanced instrumentation and data analysis. Working closely with a multidisciplinary team of engineers and scientists, the Engineer will design and implement cutting-edge instrumentation systems and leverage data analytics to improve performance, efficiency, and safety. This role offers an opportunity to drive the future of clean energy and make a significant impact in shaping the hydrogen economy.




_____________________________________________________________


_____________________________________________________________

by hitting the 'Apply' button. Please upload your cover letter and CV or contact:


St James Building, Mezzanine
555 Bourke Street, Melbourne VIC 3000
+61 3 9999 7409 info@darcyweil.com",,D'Arcy Weil,Melbourne
NLP AI Solution Engineer,,"Benefits:
$160K-$180K + Super
Hybrid Working Environment
Growth into a strategy-level position
The Role:
Design, develop and implement AI-based solutions including generative Chatbots and business process logic components.
Oversee AI project solutions, including writing technical specifications, documenting ode and creating user manuals.
Test and validate AI models to ensure they meet business requirements.

Requirements:",4.5,"Robert Walters
4.5",Sydney
Lead Machine Learning Engineer,Employer Provided Salary:$120K - $160K,"Open to candidates based in eastern states
Modern, GCP and Kubernetes tech stack
Salaries ranging from $120k - $160k base

One of the best new FS businesses in Australia is looking to build and subsequently scale its Machine Learning Platform.

We are looking to speak with Senior or Lead Machine Learning Engineers, familiar with Financial Data, who are interested in owning a new platform.

What You’ll Do

On offer is a great package, a first-rate environment and a heap of opportunities to learn! The team there are fun and flexible, expect a great culture and the opportunity to be as WFH/flexible as you like - your output is more important than a certain number of hours in the office.

This position is open across eastern Australia, and full and unrestricted working rights are required.

For more information, please reach out to Andrew de Roos at andrew@thedrivegroup.com.au.

https://www.linkedin.com/company/thedrivegroup For The Latest Tech News, New Jobs & Our $1000 'Introduce A Friend' Referral Fee
https://www.linkedin.com/company/thedrivegroup For The Latest Tech News, New Jobs & Our $1000 'Introduce A Friend' Referral Fee",5.0,"TheDriveGroup
5.0",Sydney
Analytics Delivery Manager,$83K - $108K (Glassdoor Est.),"Hybrid Work Environment - We Flex to Thrive
Exciting time to join a top 100 ASX listed business with big goals.
Access to a great selection of benefits and corporate discounts!

We’ve only just begun, but what a beginning. In a once in a generation moment, we’ve brought together powerful brands to create one united force. TPG Telecom has a powerhouse of brands which include Vodafone, TPG, iiNet, Internode, Lebara, AAPT and felix. The latest technology and brave thinking let us connect our people and communities. You could play a role in that. A big one. We invite you to bring your boldness and stand out. You are empowered. Opportunities are plenty for those ready to accept the challenge.
This opportunity",3.9,"TPG Telecom
3.9",Sydney
Data Science & Insights Graduate,$83K - $132K (Glassdoor Est.),"This is your invitation to join us on our mission to build places people really want to be.

Welcome to one of Australia’s leading property groups. As a Stockland Graduate, you’ll play a real and enduring role in creating sustainable and vibrant places where millions of Australians live, work, shop and play.

Our commitment to people and the planet is evident in what we do every day. That means a real devotion to sustainability and an ever-evolving culture of inclusion and empowerment.

You don’t have to have to have studied property to work in property. We’re proud to have one of Australia's most flexible Graduate programs; putting you in control of your Graduate experience and enabling you to explore all that property has to offer.

So, if you’re energised by common purpose, excited by bold and visionary thinking, and driven to learn and grow together with the best in the business then we’d love to hear from you. In return, we’ll invest in you, to support your career and your vision for your future.",4.0,"Stockland
4.0",Sydney
"ASD 4,5,6 & EL1 Artificial Intelligence Professional",Employer Provided Salary:$75K - $178K,"Total Salary Package - 74,795 - 177,500 plus 15.4% super
Brisbane CBD - QLD,Canberra - ACT,Melbourne CBD - VIC,Perth CBD - WA
The Role
The AI Professional will help deliver AI products to ASD. We are looking for a broad range of skillsets that may have a background in:

AI Product Management
AI Governance and Strategy
Data Science
Machine Learning Engineering

At an EL1 level we will expect you to have professional experience leading complex projects in AI.


The AI Hub is a part of ASD Mission Data Division and we are responsible for the delivery of data science and analytics capability. Every day provides us with an opportunity to use our skills and experience to solve difficult problems and to transform the way that ASD does business. You could be working closely with language specialists one day, assisting with cyber analysis the next and then by the end of the week you could be providing expertise to senior management on data science techniques.

We maintain close research ties with several organisations, ensuring you'll have the opportunity to stay across the latest developments in the field. Our staff are diverse and have created a culture where teaching and learning from each other's experience forms an important part of our daily work.",3.8,"Australian Signals Directorate (ASD)
3.8",Melbourne
Senior Research Statistician/Biostatistician,$81K - $128K (Glassdoor Est.),"The Opportunity:
We have an opportunity available for a Senior Research Statistician to join our Research Data Science team. You will provide scientific expertise in the area of biostatistics for a broad array of applications in pre-clinical research, focusing on the design, conduct and analysis of in vivo, in vitro and observational studies with research aims including indication selection, drug design and lead candidate selection, assay development and validation, mechanism of action, establishment of animal models, efficacy and safety, and comparison of in-house and competitor drug candidates.
You will work closely with the Global Research Data Science group members and other CSL colleagues to set and deliver on project objectives and to determine appropriate data generation, processing, and analysis strategies. You will also work alongside CSL’s external collaborators to make recommendations on study design, execution and data analysis.",3.5,"CSL Behring
3.5",Melbourne
Artificial Intelligence & Machine Learning Graduate February 2024,$76K - $135K (Glassdoor Est.),"SA, Adelaide
Software Engineering
13570BR
About us:
Lockheed Martin is a leader in Australia's National Security, and our collaboration with Australian industry spans the Aeronautics, Maritime, Surveillance and Defence domains.

At Lockheed Martin, we apply our passion for purposeful innovation to keep people safe and solve the world's most complex challenges. Every day, our employees come to work with one focus – our customers' missions. Whether it's protecting citizens or advancing the boundaries of science, these missions are some of the most important and challenging in the world.",4.1,"Lockheed Martin Australia
4.1",Adelaide
Junior Data Analyst/Scientist,$70K - $126K (Glassdoor Est.),"The International Institute of Data & Analytics (IDA) is a not-for-profit hi-tech organization with foci on data science and big data analytics innovation, education and training, and commercialization and services. IDA offers unique experiences and engagement models for bridging the gaps between academia and business, enabling industry and government `easy to do business with’ leading scientists and specialists in data & analytics, and building a platform for engagements and collaborations between outstanding researchers, practitioners and educators.
In data science and big data analytics, the IDA creates enablers for:
Leading the field of data science and analytics innovation, training and services by building think-tank and thought leadership, and next-generation of data scientists and professionals;",4.1,International Institute of Data & Analytics,Sydney
Associate Professor / Professor (Practice) - Artificial Intelligence and Data Science,Employer Provided Salary:$212K,"The Opportunity
Working alongside the Director, the Associate Professor/Professor of Practice in Artificial Intelligence and Data Science will be responsible for delivering advanced AI and data science in support of the Monash Data Futures Institute research programs. This role will enrich the Institute’s research program by undertaking advanced data science and AI, working with researchers across all Faculties and campuses to identify opportunities for and support integration of research across thematic areas. This role will act as a conduit between universities, government and the business community.
The successful applicant will be responsible for, but not limited to:
Leading the artificial intelligence and data science project deliverables and plans for the Monash Data Futures Institute",4.2,"Monash University
4.2",Clayton North
Research Engineer - Machine Learning,,"Various
Engineering
13639BR
About us:
STELaRLab is Lockheed Martin’s first dedicated multi-disciplinary research lab to be setup outside of the US and conducts research in artificial intelligence, signal and image processing, communication systems and multidomain operations (MDO) to deliver exciting outcomes that advance Australian capability.

STELaRLab maintains strong partnerships with academia, government, and wider industry to execute research and development from conceptual prototyping through to simulated and/or live trials. This exciting new position will be located and works closely with the Australian Institute of Machine Learning (AIML), working with world-class researchers with the opportunity to build your career and reputation and work in one of the world’s most liveable cities.

AIML is Australia’s leading research institute in machine learning, artificial intelligence and computer vision. With world-leading researchers, modern facilities and an innovative culture, delivering research that is highly valued to local and global communities. AIML is the largest computer vision and machine learning group in Australia with over 130 members including academics, research staff and students. The institute works on a mixture of fundamental and commercially orientated research projects in computer vision and machine learning, with a strong track record of publication in the top venues. The University’s Computer Vision research is amongst the best in the world. Find out more at https://www.adelaide.edu.au/aiml/home.",4.1,"Lockheed Martin Australia
4.1",Australia
Data Analytics Graduate,$89K - $98K (Glassdoor Est.),"At Allianz, we care for all the things that make you, you. For feeling like you belong. For a place where learning never stops. For growing new skills and opening up exciting possibilities. For your curiosity to thrive and help transform an industry. And when life twists, there’s flex for balance and the support you need. So, come and share your ideas, give back and feel proud to be part of a company doing work that matters across climate change and mental health. Let’s care for everyone’s tomorrow so we can create a better future together.
We know that flexible work comes in different forms, that’s why we’re embracing hybrid teams - enabling employees to maintain a balance of working both in the office and remote, supporting the needs of both the business and individual.

Data Analytics Graduate | NSW – Sydney
Be supported to grow and develop your career
Push the status quo",4.1,"Allianz Australia
4.1",Sydney
Data Scientist,Employer Provided Salary:$134K - $155K,"Data Scientist

Grade/salary: Clerk Grade 11/12, $134,411 - $155,445 + superannuation and leave loading
Duration: Temporary opportunity up until June 2024 with the potential to extend
Location: Flexible hybrid working from home arrangements, including office-based days in Sydney (Central), and the opportunity for site/field work.

About the team
ID Support NSW is looking for a Data Scientist who can transform business and industry analytics and insights into products and solutions that contribute to identity protection initiatives and drive digital data projects to new heights and success. ID Support NSW provides easy support services for individuals whose proof of identity credentials are compromised, stolen, or fraudulently used.",4.0,"NSW Government -Department of Customer Service
4.0",Sydney
Geospatial data scientist/developer,Employer Provided Salary:$106K - $115K,"Acknowledgement of Country
CSIRO acknowledges the Traditional Owners of the land, sea and waters, of the area that we live and work on across Australia. We acknowledge their continuing connection to their culture and pay our respects to their Elders past and present. View our vision towards reconciliation
Child Safety
CSIRO is committed to the safety and wellbeing of all children and young people involved in our activities and programs. View our Child Safe Policy.
The Opportunity",4.1,"CSIRO
4.1",Brisbane
Graduate Data Scientist,$100K - $124K (Glassdoor Est.),"Melbourne CBD & Inner Suburbs
Full Time
About the role:
As a Graduate Data Scientist you will contribute to the growth of Scalene by supporting successful delivery of client work as a key member of project delivery teams and by helping to develop and implement internal strategic initiatives. Your responsibilities will include:
Capture and document client requirements, and then translate them into an analytical roadmap / initiative
Prepare and analyse datasets and generate insights to help bring clients along the “project journey”",4.0,Scalene Group,Melbourne
Data Scientist,$103K - $124K (Glassdoor Est.),"About Zeller

At Zeller, we’re champions for businesses of all sizes, and proud to be a fast-growing Australian scale-up taking on the ambitious goal of reimagining business banking and payments.

We believe in a level playing field, where all businesses benefit from access to smarter payments and financial services solutions that accelerate their cash flow, help them get paid faster, and give them a better understanding of their finances. So we’re hard at work building the tools to make it happen.

Zeller is growing fast, backed by leading VCs, and brings together a global team of passionate payment and tech industry professionals. With an exciting roadmap of innovative new products under development, we are building a high performing team to take on the outdated banking solutions. If you are passionate about innovation, thrive in fast-paced environments, embrace a challenge, hate bureaucracy, and can’t think of anything more exciting than disrupting the status-quo, then read on to learn more.",3.0,"Zeller
3.0",Melbourne
Machine Learning Engineer,,"About the Role
We’re looking for a creative research engineer to work on building out our system’s artificial intelligence capabilities. You’re passionate about all things data, and have a keen interest in solving problems using computer vision techniques. Artificial intelligence is only useful so long as it is accurate, unbiased, and robust to any environment - you will help us achieve this within the Black.ai team.The Black.ai system utilises video data to perform its functionalities associated with identifying and understanding the way physical environments are utilised. In this role you will interact with many different aspects of the machine learning research pipeline, collaborating with our product and core engineering teams to develop our existing and new capabilities. Within the research team, you will investigate existing and novel computer vision and machine learning techniques, as well as implementing new algorithms and neural networks to solve customer problems.In this role you will work on and solve complex problems in real world environments, helping our customers improve their operational processes through impactful and intentional applications of privacy-focused artificial intelligence.
Researching existing and novel state of the art machine learning algorithms
Development and implementation of new computer vision algorithms
Implementation of unique code to improve the accuracy and efficiency of our existing neural networks
Design new approaches to processing of video data
Short-term and long-term planning of the machine learning feature set informed by findings from the product and customer success teams.
Work in an AGILE environment and develop documentation to a high standard for consumption by internal stakeholders
2+ years experience building production machine learning systems OR experience with building distributed systems, and a willingness to expand your knowledge base within machine learning and computer vision technologies
Experience using Python
Masters or PhD in fields related to computer science, mathematics, or data science OR equivalent work/industry experience
Robust understanding of mathematics and statistics
Robust coding ability
Fluent in English
Working rights within Australia
Bonus (but by no means essential):
Experience with C++ programming
Knowledge of deep learning (CNNs, Transformers, autoencoders)
Traditional machine learning (RDF, SVMs, HOG Gradient boosting)
Evidence of independently developed resources e.g. network architectures
Experience with Pytorch or TensorRT
Experience with ML Ops or Kubernetes solutions",5.0,Black.ai,Australia
Data Scientist,$100K - $124K (Glassdoor Est.),"We are seeking a Data Scientist to join our Data Science and Engineering stream within Data Insights unit. The first thing you will work on is extending the development of our first attack suppression model with a new dataset we have developed to better understand the probability a fire is suppressed. This position will provide technical support to a variety of projects, including lightning strike ignition, first attack probability of suppression, aircraft effectiveness, and the remote detection of fires. The role will pitch and develop projects aligned with FFR's strategic priority of leveraging science, technology, and data analytics to enhance preparedness, response and recovery, efficiency, and effectiveness to reduce bushfire risk.
There are opportunities to undertake field work and nominate for an emergency management role.
About You
This role is well suited for a range of experiences with data science, applied statistics, operations research, and related fields. Ideally you are enthusiastic about data and are someone who can see the big picture. You are a self-starter and an excellent communicator, and you love taking initiative and pioneering new and creative ideas. You are confident and comfortable working with ambiguity and uncertainty. You should have a tertiary qualification in data science, mathematics, statistics, economics, or related fields and experience applying that knowledge in a real-world setting.
This is a technical role and while we don't expect you to have experience with our entire technology stack, the successful candidate will have some experience with scientific research in a team environment.

Ideally, we are looking for a candidate with solid technical skills who loves to solve problems. You might not always have domain knowledge of a problem, but you know how to ask questions, test a hypothesis, and explain the results.
About Us
Data Insights is a multi-disciplinary specialised in-house data team, providing a range of centralised services, including business intelligence reporting, predictive analytics, and data management, to Forest, Fire and Regions Group and Victoria's land and emergency management partner agencies. Data Insights is transforming the way Forest, Fire and Regions Group uses data to support its role in creating safe, liveable, inclusive, and sustainable communities, and thriving natural environments.
The team comprises a mix of data engineers, data scientists, analysts, and BI developers who work together to solve challenging problems in Victoria's bushfire, emergency, and land management sector.
Specialist/Technical Expertise/Qualifications

This is ongoing. The work location for this position is flexible within Victoria with hybrid work arrangements available.
To be considered for this position, applicants are encouraged to submit a resume and cover letter (no longer than 2 pages) summarising their skills and relevant experience.
For further information please refer to the attached position description.
Applications close at midnight on Monday, 31 July 2023.


Preferred candidates will be required to undertake pre-employment screening, including a Declaration and Consent form and a National Police Check.
To be eligible for appointment to this role, applicants will possess corresponding work rights for the advertised employment period. Appointment to an ongoing position is only available to an Australian/New Zealand citizen or an Australian Permanent Resident.
A Diverse, Inclusive and Flexible Workplace
DEECA welcomes applicants from a diverse range of backgrounds and we focus on the essential requirements of the job and being consistent and fair in our treatment of all applicants. We also understand that a balanced life is important to our employees. Talk to us about our flexible options such as working some days from home, starting early or late, working part time, job sharing or accessing paid or unpaid leave.",4.0,"Department of Energy, Environment and Climate Action",Melbourne
Data Scientist (12 Month Fixed Term Contract),$164K - $170K (Glassdoor Est.),"Company Description

Are you ready to be a big part of something big?
At carsales, we're all about making buying and selling a great experience. For 25 years we’ve been evolving with the new economy to help people choose how they move today and tomorrow.
When it comes to your career, we want to provide big opportunities to help you make a big impact. But for this to be possible, we strive to feel small. Small enough to quickly change tack, small enough to learn from different departments and small enough to connect authentically with leadership.
Not something you’d expect from one of the country’s biggest tech companies, is it?",4.3,"carsales
4.3",Melbourne
Computer Vision/Machine Learning Software Engineer C++/Python,$90K - $148K (Glassdoor Est.),"Did you get into development to make the next newest and coolest application that makes people go ""WOW"" ? Good, read on...
Algorithmic creative software work
High tech, innovative data science mechatronics startup
World class design and development

One of Sydney's most innovative startups is looking for an engineer with a particular type of vision, one who in time is going to help shape the company's future. Someone who is technically gifted, curious and keen to know the future is before it happens. Aware of real world trends; the new, the mega and interesting and have a very good idea of the effects thereof. AN individual who has the technical capability to make the future they imagine - real.





Whats on offer?
What are they looking for?
Please apply directly or send me an email at michael@mantechit.com.au for a chat, thank you",4.0,"Mantech
4.0",Sydney
Data Scientist,$114K - $165K (Glassdoor Est.),"Job Number:
92230-134340
Work type:
Temporary - Full Time
Location:
Brisbane
Categories:
Analyst
Location: Brisbane
Remuneration/Benefit: Competitive remuneration available
11 month fixed term contract",3.6,"Aurizon
3.6",Brisbane
